key,name,provider,provider_slug,category,category_label,benefit_type,application_status,application_status_source_url,application_status_checked_at,value_text,value_usd,eligibility,stages,max_funding_raised_usd,max_company_age_years,geographies,recurring_or_expiry,other_requirements,confidence,last_verified,source_url,apply_url,url
chatwoot-hacker-free-cloud-plan-community-edition,Hacker (Free) cloud plan / Community edition,Chatwoot,chatwoot,productivity-saas,Productivity & SaaS,Free plan,unknown,,,$0/agent/month,0,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T00:00:28.702Z,https://www.chatwoot.com/pricing,https://www.chatwoot.com/pricing,https://startupperks.co/programs/chatwoot-hacker-free-cloud-plan-community-edition
spline-free-plan,Free plan,Spline,spline,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free,,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T00:00:37.321Z,https://spline.design/pricing,https://spline.design/pricing,https://startupperks.co/programs/spline-free-plan
featurebase-free-helpdesk-plan,Free Helpdesk plan,Featurebase,featurebase,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Start for free,,No funding needed,any,,,,Perpetual free tier (Helpdesk only),,high,2026-09-24T00:00:37.321Z,https://www.featurebase.app/pricing,https://www.featurebase.app/pricing,https://startupperks.co/programs/featurebase-free-helpdesk-plan
fillout-free-forever-plan,Free forever plan,Fillout,fillout,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free forever,0,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T00:00:37.321Z,https://www.fillout.com/pricing,https://www.fillout.com/pricing,https://startupperks.co/programs/fillout-free-forever-plan
rive-free-plan,Free plan,Rive,rive,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free to create,,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T00:00:37.321Z,https://rive.app/pricing,https://rive.app/pricing,https://startupperks.co/programs/rive-free-plan
beeceptor-free-plan,Free plan,Beeceptor,beeceptor,dev-tools,Developer Tools,Free plan,unknown,,,$0/month,0,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:17.847Z,https://beeceptor.com/pricing/,https://beeceptor.com/pricing/,https://startupperks.co/programs/beeceptor-free-plan
growthbook-starter-open-source-free-plan,Starter / Open Source (Free) plan,GrowthBook,growthbook,dev-tools,Developer Tools,Free plan,unknown,,,Free,,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:17.847Z,https://www.growthbook.io/pricing,https://www.growthbook.io/pricing,https://startupperks.co/programs/growthbook-starter-open-source-free-plan
flagsmith-free-plan,Free plan,Flagsmith,flagsmith,dev-tools,Developer Tools,Free plan,unknown,,,Free plan,,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:17.847Z,https://www.flagsmith.com/pricing,https://www.flagsmith.com/pricing,https://startupperks.co/programs/flagsmith-free-plan
courier-developer-free-plan,Developer (Free) plan,Courier,courier,dev-tools,Developer Tools,Free plan,unknown,,,"Free with 10,000 sends/month",,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:17.847Z,https://www.courier.com/pricing,https://www.courier.com/pricing,https://startupperks.co/programs/courier-developer-free-plan
knock-developer-free-plan,Developer (Free) plan,Knock,knock,dev-tools,Developer Tools,Free plan,unknown,,,$0/ month,,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:28.518Z,https://knock.app/pricing,https://knock.app/pricing,https://startupperks.co/programs/knock-developer-free-plan
better-stack-free-plan,Free plan,Better Stack,better-stack,dev-tools,Developer Tools,Free plan,unknown,,,$0,0,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:28.518Z,https://betterstack.com/pricing,https://betterstack.com/pricing,https://startupperks.co/programs/better-stack-free-plan
inngest-hobby-free-plan,Hobby (Free) plan,Inngest,inngest,dev-tools,Developer Tools,Free plan,unknown,,,Free,0,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:28.518Z,https://www.inngest.com/pricing,https://www.inngest.com/pricing,https://startupperks.co/programs/inngest-hobby-free-plan
penpot-professional-free-plan,Professional (Free) plan,Penpot,penpot,productivity-saas,Productivity & SaaS,Free plan,unknown,,,$0 — Free and fully featured,,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:28.518Z,https://penpot.app/pricing,https://penpot.app/pricing,https://startupperks.co/programs/penpot-professional-free-plan
hyperping-free-plan,Free plan,Hyperping,hyperping,dev-tools,Developer Tools,Free plan,unknown,,,$0/forever,0,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:41.910Z,https://hyperping.com/pricing,https://hyperping.com/pricing,https://startupperks.co/programs/hyperping-free-plan
olvy-free-plan,Free plan,Olvy,olvy,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Start for free,,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T06:00:41.910Z,https://olvy.co/pricing,https://olvy.co/pricing,https://startupperks.co/programs/olvy-free-plan
firefliesai-fireflies-free-plan,Fireflies Free Plan,Fireflies.ai,firefliesai,productivity-saas,Productivity & SaaS,Free plan,unknown,,,$0,,No funding needed,idea; pre-seed; seed; any,,,,Free forever,,medium,2026-09-24T06:00:41.910Z,https://fireflies.ai/pricing,https://fireflies.ai/pricing,https://startupperks.co/programs/firefliesai-fireflies-free-plan
formbricks-formbricks-hobby-free-plan,Formbricks Hobby (Free) Plan,Formbricks,formbricks,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free,,No funding needed,idea; pre-seed; seed; any,,,,"250 responses/month, ongoing",,medium,2026-09-24T06:00:41.910Z,https://formbricks.com/pricing,https://formbricks.com/pricing,https://startupperks.co/programs/formbricks-formbricks-hobby-free-plan
cora-cora-conta-pj-free-business-account,Cora Conta PJ (free business account),Cora,cora,banking-fintech,Banking & Fintech,Free plan,unknown,,,"Free business account: no monthly fees, free Pix/TED/boletos, free Visa card",,No funding needed,idea; pre-seed; seed,,,Brazil,Free account is ongoing,,high,,https://www.cora.com.br/,https://www.cora.com.br/,https://startupperks.co/programs/cora-cora-conta-pj-free-business-account
seedlegals-seedlegals-startup-perks-free-tools,SeedLegals startup perks & free tools,SeedLegals,seedlegals,finance-ops,Finance & Ops,Program,unknown,,,£45k in startup perks,,No funding needed,pre-seed; seed,,,United Kingdom; France; Ireland,Annual plans,,high,2026-09-24T12:00:23.396Z,https://seedlegals.com/pricing/,https://seedlegals.com/pricing/,https://startupperks.co/programs/seedlegals-seedlegals-startup-perks-free-tools
publitio-publitio-free-starter-plan,Publitio Free (Starter) Plan,Publitio,publitio,dev-tools,Developer Tools,Free plan,unknown,,,Free (Starter) plan,,No funding needed,idea; pre-seed; seed; any,,,,Free tier ongoing,,medium,2026-09-24T12:00:23.396Z,https://publit.io/pricing,https://publit.io/pricing,https://startupperks.co/programs/publitio-publitio-free-starter-plan
fider-free-hosted-plan-open-source-self-host,Free hosted plan / open-source self-host,Fider,fider,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free feedback boards (fair use 250 items) + free self-host,,No funding needed,any,,,,Perpetual free tier,,high,,https://fider.io/,https://fider.io/,https://startupperks.co/programs/fider-free-hosted-plan-open-source-self-host
bkper-bkper-free-plan,Bkper free plan,Bkper,bkper,finance-ops,Finance & Ops,Free plan,unknown,,,Free plan: up to 100 transactions/month,,No funding needed,idea; pre-seed,,,,Free plan is ongoing,,medium,,https://www.bkper.com/,https://www.bkper.com/,https://startupperks.co/programs/bkper-bkper-free-plan
upflow-upflow-discover-free-plan,Upflow Discover (free) plan,Upflow,upflow,finance-ops,Finance & Ops,Free plan,unknown,,,Free forever,,No funding needed,seed; series-a,,,,Free forever,,high,2026-09-24T12:00:23.396Z,https://upflow.io/pricing,https://upflow.io/pricing,https://startupperks.co/programs/upflow-upflow-discover-free-plan
youform-free-forever-plan,Free forever plan,Youform,youform,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free forever,0,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T12:00:23.396Z,https://youform.com/pricing,https://youform.com/pricing,https://startupperks.co/programs/youform-free-forever-plan
lowerplane-lowerplane-for-startups,LowerPlane for Startups,LowerPlane,lowerplane,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,"Starting at $4,995/year",4995,Any startup,pre-seed; seed; series-a,,,,Annual,Accelerator special pricing for YC/500 Startups; base offer open to startups.,medium,2026-09-24T12:00:34.768Z,https://lowerplane.com/solutions/startups/,https://lowerplane.com/solutions/startups/,https://startupperks.co/programs/lowerplane-lowerplane-for-startups
calcom-calcom-free-plan,Cal.com Free Plan,Cal.com,calcom,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free forever,,No funding needed,idea; pre-seed; seed; any,,,,Free forever,,medium,2026-09-24T12:00:34.768Z,https://cal.com/pricing,https://cal.com/pricing,https://startupperks.co/programs/calcom-calcom-free-plan
loops-loops-free-plan,Loops Free Plan,Loops,loops,marketing-sales,Marketing & Sales,Free plan,unknown,,,"Free to start, with no credit card required",,No funding needed,idea; pre-seed; seed; any,,,,Free tier ongoing,,medium,2026-09-24T12:00:34.768Z,https://loops.so/pricing,https://loops.so/pricing,https://startupperks.co/programs/loops-loops-free-plan
openobserve-openobserve-startup-program,OpenObserve Startup Program,OpenObserve,openobserve,dev-tools,Developer Tools,Discount,unknown,,,50% discount for the first 6 months and 25% for the remaining 6 months,,VC / accelerator-backed,pre-seed; seed; series-a,,,,Tiered discount over 12 months,"ARR at or below $1M, total funding under $10M, data ingest above 100GB/day, and actively VC-backed.",high,2026-09-24T12:00:34.768Z,https://openobserve.ai/startup/,https://openobserve.ai/startup/,https://startupperks.co/programs/openobserve-openobserve-startup-program
boldsign-boldsign-free-plan,BoldSign Free Plan,BoldSign,boldsign,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,25 free signature envelopes every month,,No funding needed,idea; pre-seed; seed; any,,,,"25 envelopes/month, ongoing",,medium,,https://boldsign.com/free-electronic-signature-software/,https://boldsign.com/free-electronic-signature-software/,https://startupperks.co/programs/boldsign-boldsign-free-plan
bolddesk-bolddesk-for-startups,BoldDesk for Startups,BoldDesk,bolddesk,productivity-saas,Productivity & SaaS,Free plan,unknown,,,"12 months free (up to 10 agents) + 1,000 AI credits",,Any startup,idea; pre-seed; seed; series-a,,,,"12 months free, then per-agent annual pricing","Annual recurring revenue under $1M, total funding under $10M (through Series A), and new to BoldDesk.",high,,https://www.bolddesk.com/help-desk-software-for-startups,https://www.bolddesk.com/help-desk-software-for-startups,https://startupperks.co/programs/bolddesk-bolddesk-for-startups
localazy-localazy-for-startups,Localazy for Startups,Localazy,localazy,dev-tools,Developer Tools,Free plan,unknown,,,Start for free,,No funding needed,idea; pre-seed; seed; any,,,,,Specific discount/credit terms not stated on the page.,low,2026-09-24T12:00:48.372Z,https://localazy.com/for/startups,https://localazy.com/for/startups,https://startupperks.co/programs/localazy-localazy-for-startups
oneuptime-free-plan,Free plan,OneUptime,oneuptime,dev-tools,Developer Tools,Free plan,unknown,,,Free plan: $0,0,No funding needed,any,,,,Perpetual free tier,,high,2026-09-24T12:00:48.372Z,https://oneuptime.com/pricing,https://oneuptime.com/pricing,https://startupperks.co/programs/oneuptime-free-plan
talenthr-talenthr-free-plan,TalentHR Free Plan,TalentHR,talenthr,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free HR account with no time limit,,No funding needed,idea; pre-seed; seed; any,,,,"Free, no time limit",Per-tier feature/user limits not detailed on the page.,low,,https://www.talenthr.io/free-plan,https://www.talenthr.io/free-plan,https://startupperks.co/programs/talenthr-talenthr-free-plan
tolgee-tolgee-free-plan,Tolgee Free Plan,Tolgee,tolgee,dev-tools,Developer Tools,Free plan,unknown,,,"Free cloud plan: 500 keys, 3 seats, machine translation included",,No funding needed,idea; pre-seed; seed; any,,,,Free tier ongoing,,medium,,https://tolgee.io/pricing,https://tolgee.io/pricing,https://startupperks.co/programs/tolgee-tolgee-free-plan
better-i18n-better-i18n-for-startups,better-i18n for Startups,better-i18n,better-i18n,dev-tools,Developer Tools,Free plan,unknown,,,"Free tier: 1,000 strings, 2 languages, 1 project",,No funding needed,idea; pre-seed; seed; any,,,,Free tier ongoing,,medium,,https://better-i18n.com/en/for-startups/,https://better-i18n.com/en/for-startups/,https://startupperks.co/programs/better-i18n-better-i18n-for-startups
confidence-by-spotify-confidence-early-stage-startup-program,Confidence Early-Stage Startup Program,Confidence by Spotify,confidence-by-spotify,dev-tools,Developer Tools,Credits,unknown,,,"Up to $75,000 in credits (early-stage startups)",75000,Any startup,idea; pre-seed; seed,,,,Credits program; free plan 75k credits/month,,high,,https://confidence.spotify.com/pricing,https://confidence.spotify.com/pricing,https://startupperks.co/programs/confidence-by-spotify-confidence-early-stage-startup-program
triggerdev-free-plan,Free plan,Trigger.dev,triggerdev,dev-tools,Developer Tools,Free plan,unknown,,,Free plan ($5/month credits),,No funding needed,any,,,,Perpetual free tier,,high,,https://trigger.dev/pricing,https://trigger.dev/pricing,https://startupperks.co/programs/triggerdev-free-plan
glitchtip-free-plan,Free plan,GlitchTip,glitchtip,dev-tools,Developer Tools,Free plan,unknown,,,"Free hosted plan (1,000 events/month) + free self-hosting",,No funding needed,any,,,,Perpetual free tier,,high,,https://glitchtip.com/pricing,https://glitchtip.com/pricing,https://startupperks.co/programs/glitchtip-free-plan
novu-novu-free-plan,Novu Free Plan,Novu,novu,dev-tools,Developer Tools,Free plan,unknown,,,"Free plan: 10,000 workflow runs/month, all channels",,No funding needed,idea; pre-seed; seed; any,,,,Free tier ongoing,,medium,,https://novu.co/pricing/,https://novu.co/pricing/,https://startupperks.co/programs/novu-novu-free-plan
instatus-starter-free-forever-plan,Starter (Free forever) plan,Instatus,instatus,dev-tools,Developer Tools,Free plan,unknown,,,Free forever status page plan,,No funding needed,any,,,,Perpetual free tier,,high,,https://instatus.com/pricing,https://instatus.com/pricing,https://startupperks.co/programs/instatus-starter-free-forever-plan
cronitor-hacker-free-plan,Hacker (Free) plan,Cronitor,cronitor,dev-tools,Developer Tools,Free plan,unknown,,,Free Hacker plan for cron/uptime monitoring,,No funding needed,any,,,,Perpetual free tier,,high,,https://cronitor.io/pricing,https://cronitor.io/pricing,https://startupperks.co/programs/cronitor-hacker-free-plan
ascendtms-ascendtms-free-plan,AscendTMS Free Plan,AscendTMS,ascendtms,productivity-saas,Productivity & SaaS,Free plan,unknown,,,"Free TMS plan ($0, free training and support forever)",,No funding needed,idea; pre-seed; seed; any,,,,Free plan ongoing,Specific free-tier feature limits not detailed on the homepage.,medium,,https://www.thefreetms.com/,https://www.thefreetms.com/,https://startupperks.co/programs/ascendtms-ascendtms-free-plan
